ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_nodes,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-used_gpu_milli,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-total_gpus,ow_cpu100-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_71c5-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-arrived_gpu_milli
36,88,62810,6212,62810
36,88,63360,6212,63360
36,88,63830,6212,63830
36,88,64150,6212,64150
37,96,65150,6212,65150
37,96,66150,6212,66150
37,96,67150,6212,67150
37,96,67960,6212,67960
37,96,68960,6212,68960
37,96,68960,6212,68960
37,96,69960,6212,69960
37,96,69960,6212,69960
37,96,70430,6212,70430
38,98,71430,6212,71430
38,98,72080,6212,72080
39,106,73080,6212,73080
39,106,74080,6212,74080
39,106,74890,6212,74890
39,106,75890,6212,75890
39,106,76700,6212,76700
39,106,77700,6212,77700
39,106,78700,6212,78700
39,106,78700,6212,78700
39,106,79700,6212,79700
39,106,80700,6212,80700
40,114,81700,6212,81700
40,114,82700,6212,82700
40,114,83700,6212,83700
40,114,84700,6212,84700
40,114,85700,6212,85700
40,114,86700,6212,86700
40,114,86700,6212,86700
41,116,87700,6212,87700
41,116,88700,6212,88700
41,116,89170,6212,89170
42,124,89820,6212,89820
42,124,90280,6212,90280
42,124,91280,6212,91280
42,124,91600,6212,91600
42,124,92410,6212,92410
42,124,93410,6212,93410
42,124,94410,6212,94410
42,124,94880,6212,94880
42,124,95880,6212,95880
43,126,96880,6212,96880
43,126,97880,6212,97880
43,126,98880,6212,98880
43,126,99040,6212,99040
44,130,99510,6212,99510
45,132,100510,6212,100510
45,132,101510,6212,101510
45,132,101510,6212,101510
45,132,101510,6212,101510
46,134,102510,6212,102510
46,134,103510,6212,103510
46,134,103980,6212,103980
47,142,104980,6212,104980
47,142,105790,6212,105790
47,142,106790,6212,106790
48,144,107790,6212,107790
48,144,108110,6212,108110
48,144,109110,6212,109110
48,144,110110,6212,110110
48,144,110110,6212,110110
48,144,110580,6212,110580
48,144,111580,6212,111580
48,144,112580,6212,112580
48,144,113580,6212,113580
48,144,114580,6212,114580
48,144,115390,6212,115390
49,152,116390,6212,116390
49,152,117040,6212,117040
49,152,118040,6212,118040
49,152,119040,6212,119040
49,152,120040,6212,120040
49,152,120510,6212,120510
49,152,121510,6212,121510
50,154,122510,6212,122510
50,154,122830,6212,122830
50,154,123830,6212,123830
51,156,124830,6212,124830
51,156,124830,6212,124830
51,156,124830,6212,124830
51,156,125830,6212,125830
52,164,126830,6212,126830
52,164,127060,6212,127060
52,164,127530,6212,127530
52,164,128530,6212,128530
52,164,129530,6212,129530
52,164,130340,6212,130340
52,164,130660,6212,130660
52,164,130660,6212,130660
52,164,131250,6212,131250
52,164,131720,6212,131720
52,164,132180,6212,132180
53,172,133180,6212,133180
53,172,133990,6212,133990
53,172,134800,6212,134800
53,172,135800,6212,135800
53,172,135850,6212,135850
53,172,136850,6212,136850
53,172,137170,6212,137170
53,172,137630,6212,137630
53,172,138100,6212,138100
53,172,138750,6212,138750
53,172,139750,6212,139750
53,172,139980,6212,139980
53,172,140980,6212,140980
53,172,141980,6212,141980
53,172,142980,6212,142980
53,172,142980,6212,142980
53,172,142980,6212,142980
54,180,143980,6212,143980
54,180,144790,6212,144790
54,180,145790,6212,145790
54,180,146790,6212,146790
54,180,147790,6212,147790
54,180,148790,6212,148790
54,180,149600,6212,149600
54,180,150600,6212,150600
55,188,151600,6212,151600
55,188,151600,6212,151600
55,188,152600,6212,152600
55,188,153600,6212,153600
55,188,154600,6212,154600
55,188,155410,6212,155410
55,188,156220,6212,156220
55,188,157030,6212,157030
55,188,157030,6212,157030
55,188,157500,6212,157500
55,188,157500,6212,157500
55,188,157660,6212,157660
56,196,158660,6212,158660
56,196,158660,6212,158660
56,196,159660,6212,159660
56,196,160470,6212,160470
56,196,161280,6212,161280
56,196,162280,6212,162280
56,196,163280,6212,163280
56,196,164280,6212,164280
56,196,164510,6212,164510
56,196,165510,6212,165510
57,204,166510,6212,166510
57,204,167510,6212,167510
57,204,167510,6212,167510
57,204,168510,6212,168510
57,204,168980,6212,168980
57,204,169980,6212,169980
57,204,170790,6212,170790
57,204,171790,6212,171790
57,204,172790,6212,172790
58,212,173790,6212,173790
58,212,173790,6212,173790
58,212,174790,6212,174790
58,212,175790,6212,175790
58,212,176790,6212,176790
58,212,177250,6212,177250
58,212,177570,6212,177570
58,212,178040,6212,178040
58,212,179040,6212,179040
58,212,180040,6212,180040
59,220,181040,6212,181040
59,220,181360,6212,181360
59,220,182360,6212,182360
59,220,183360,6212,183360
59,220,183950,6212,183950
59,220,184950,6212,184950
59,220,185180,6212,185180
59,220,185990,6212,185990
59,220,186220,6212,186220
59,220,186220,6212,186220
59,220,187220,6212,187220
59,220,188220,6212,188220
59,220,189220,6212,189220
60,222,190220,6212,190220
60,222,191030,6212,191030
61,224,192030,6212,192030
61,224,193030,6212,193030
61,224,193140,6212,193140
62,232,193610,6212,193610
62,232,194610,6212,194610
62,232,195080,6212,195080
62,232,195890,6212,195890
62,232,196360,6212,196360
62,232,197360,6212,197360
62,232,198360,6212,198360
62,232,199010,6212,199010
62,232,199010,6212,199010
62,232,199010,6212,199010
62,232,200010,6212,200010
62,232,200480,6212,200480
63,240,201480,6212,201480
63,240,202480,6212,202480
63,240,203480,6212,203480
63,240,204290,6212,204290
63,240,204290,6212,204290
63,240,205100,6212,205100
63,240,206100,6212,206100
63,240,206910,6212,206910
63,240,207910,6212,207910
64,242,208910,6212,208910
64,242,208910,6212,208910
65,244,209910,6212,209910
65,244,210720,6212,210720
65,244,211720,6212,211720
66,252,212720,6212,212720
66,252,213040,6212,213040
66,252,214040,6212,214040
66,252,214360,6212,214360
66,252,214950,6212,214950
66,252,214950,6212,214950
66,252,215110,6212,215110
66,252,215580,6212,215580
66,252,216050,6212,216050
66,252,217050,6212,217050
66,252,218050,6212,218050
66,252,218050,6212,218050
66,252,218860,6212,218860
67,254,219860,6212,219860
67,254,220860,6212,220860
68,256,221860,6212,221860
68,256,221860,6212,221860
68,256,222860,6212,222860
69,258,223670,6212,223670
69,258,224320,6212,224320
70,260,225320,6212,225320
70,260,225320,6212,225320
71,264,226130,6212,226130
71,264,227130,6212,227130
71,264,228130,6212,228130
71,264,228940,6212,228940
71,264,229940,6212,229940
72,272,230410,6212,230410
72,272,231410,6212,231410
72,272,232410,6212,232410
72,272,234410,6212,234410
72,272,234880,6212,234880
72,272,235880,6212,235880
72,272,236110,6212,236110
73,280,237110,6212,237110
73,280,237430,6212,237430
73,280,237750,6212,237750
73,280,238750,6212,238750
73,280,239340,6212,239340
73,280,240340,6212,240340
73,280,241340,6212,241340
73,280,241340,6212,241340
73,280,241660,6212,241660
73,280,241660,6212,241660
73,280,242470,6212,242470
73,280,243470,6212,243470
73,280,243940,6212,243940
73,280,244170,6212,244170
73,280,244490,6212,244490
73,280,244810,6212,244810
73,280,245620,6212,245620
74,282,246270,6212,246270
74,282,247270,6212,247270
75,284,248270,6212,248270
75,284,249270,6212,249270
76,292,250270,6212,250270
76,292,251270,6212,251270
76,292,251740,6212,251740
76,292,252740,6212,252740
76,292,253210,6212,253210
76,292,254210,6212,254210
76,292,254210,6212,254210
76,292,254680,6212,254680
77,300,255680,6212,255680
77,300,256680,6212,256680
77,300,257680,6212,257680
77,300,258680,6212,258680
77,300,259490,6212,259490
77,300,259810,6212,259810
77,300,260620,6212,260620
77,300,261620,6212,261620
78,308,269620,6212,269620
78,308,270090,6212,270090
78,308,271090,6212,271090
78,308,272090,6212,272090
78,308,272250,6212,272250
78,308,273250,6212,273250
79,316,274250,6212,274250
79,316,274900,6212,274900
79,316,275900,6212,275900
79,316,276900,6212,276900
79,316,277900,6212,277900
79,316,278900,6212,278900
79,316,279900,6212,279900
79,316,280900,6212,280900
80,324,281900,6212,281900
80,324,282900,6212,282900
80,324,283900,6212,283900
80,324,284710,6212,284710
80,324,285710,6212,285710
80,324,286710,6212,286710
80,324,287520,6212,287520
80,324,287520,6212,287520
80,324,287990,6212,287990
81,326,288990,6212,288990
81,326,289990,6212,289990
82,334,290990,6212,290990
82,334,291990,6212,291990
82,334,292990,6212,292990
82,334,293990,6212,293990
82,334,294990,6212,294990
82,334,294990,6212,294990
82,334,295460,6212,295460
82,334,295460,6212,295460
82,334,296460,6212,296460
82,334,296690,6212,296690
82,334,297690,6212,297690
82,334,297690,6212,297690
83,336,298690,6212,298690
83,336,298910,6212,298910
83,336,299910,6212,299910
83,336,300370,6212,300370
84,338,301180,6212,301180
84,338,302180,6212,302180
85,340,302990,6212,302990
85,340,303460,6212,303460
86,342,304460,6212,304460
86,342,305270,6212,305270
87,344,306270,6212,306270
87,344,306270,6212,306270
87,344,306270,6212,306270
87,344,307270,6212,307270
88,352,308270,6212,308270
88,352,309270,6212,309270
88,352,310270,6212,310270
88,352,310920,6212,310920
88,352,311920,6212,311920
89,360,312920,6212,312920
89,360,313920,6212,313920
89,360,314380,6212,314380
89,360,315380,6212,315380
89,360,316380,6212,316380
90,368,317380,6212,317380
90,368,317380,6212,317380
90,368,318380,6212,318380
90,368,318850,6212,318850
90,368,319850,6212,319850
90,368,320850,6212,320850
90,368,321170,6212,321170
90,368,321640,6212,321640
90,368,322110,6212,322110
90,368,322480,6212,322480
90,368,323290,6212,323290
90,368,323760,6212,323760
91,376,324760,6212,324760
91,376,324760,6212,324760
91,376,325760,6212,325760
91,376,326570,6212,326570
91,376,326570,6212,326570
91,376,327040,6212,327040
91,376,328040,6212,328040
91,376,329040,6212,329040
91,376,330040,6212,330040
91,376,330510,6212,330510
91,376,330730,6212,330730
91,376,331730,6212,331730
91,376,332730,6212,332730
91,376,332730,6212,332730
91,376,332730,6212,332730
92,378,333730,6212,333730
92,378,334730,6212,334730
93,386,335730,6212,335730
93,386,336730,6212,336730
93,386,337540,6212,337540
93,386,338000,6212,338000
93,386,339000,6212,339000
93,386,339000,6212,339000
93,386,340000,6212,340000
93,386,340220,6212,340220
93,386,340810,6212,340810
93,386,340810,6212,340810
93,386,341620,6212,341620
93,386,342620,6212,342620
93,386,342620,6212,342620
93,386,343620,6212,343620
94,388,344620,6212,344620
95,390,345430,6212,345430
95,390,345910,6212,345910
95,390,346910,6212,346910
95,390,347910,6212,347910
95,390,348560,6212,348560
96,398,349560,6212,349560
96,398,349720,6212,349720
96,398,350040,6212,350040
96,398,351040,6212,351040
96,398,352040,6212,352040
96,398,352040,6212,352040
96,398,353040,6212,353040
96,398,353040,6212,353040
96,398,353200,6212,353200
96,398,353360,6212,353360
97,400,354170,6212,354170
97,400,355170,6212,355170
98,402,355980,6212,355980
98,402,356980,6212,356980
98,402,357980,6212,357980
98,402,358980,6212,358980
98,402,359790,6212,359790
98,402,360790,6212,360790
98,402,361260,6212,361260
99,410,362260,6212,362260
99,410,363260,6212,363260
99,410,364070,6212,364070
99,410,365070,6212,365070
99,410,366070,6212,366070
99,410,366540,6212,366540
99,410,367540,6212,367540
99,410,368350,6212,368350
100,412,369350,6212,369350
100,412,370350,6212,370350
100,412,370350,6212,370350
101,420,371350,6212,371350
101,420,372350,6212,372350
101,420,372350,6212,372350
101,420,373350,6212,373350
101,420,374350,6212,374350
101,420,375350,6212,375350
102,422,376350,6212,376350
102,422,377350,6212,377350
102,422,377570,6212,377570
103,424,378570,6212,378570
103,424,379570,6212,379570
104,426,380570,6212,380570
104,426,381570,6212,381570
104,426,381570,6212,381570
105,434,382570,6212,382570
105,434,383570,6212,383570
105,434,384570,6212,384570
105,434,385570,6212,385570
105,434,385680,6212,385680
105,434,386490,6212,386490
105,434,387490,6212,387490
105,434,388490,6212,388490
106,442,389490,6212,389490
106,442,389490,6212,389490
106,442,390490,6212,390490
106,442,391300,6212,391300
106,442,391770,6212,391770
106,442,392580,6212,392580
106,442,393230,6212,393230
106,442,394230,6212,394230
106,442,395230,6212,395230
106,442,395600,6212,395600
106,442,396410,6212,396410
106,442,397410,6212,397410
106,442,398220,6212,398220
106,442,398220,6212,398220
107,444,399220,6212,399220
107,444,399220,6212,399220
107,444,400220,6212,400220
107,444,401220,6212,401220
107,444,402220,6212,402220
108,446,403220,6212,403220
108,446,403440,6212,403440
108,446,403910,6212,403910
109,454,404720,6212,404720
109,454,405720,6212,405720
109,454,406720,6212,406720
109,454,407530,6212,407530
109,454,408340,6212,408340
109,454,409340,6212,409340
109,454,410340,6212,410340
109,454,410340,6212,410340
109,454,411340,6212,411340
110,462,412340,6212,412340
110,462,412630,6212,412630
110,462,413100,6212,413100
110,462,414100,6212,414100
111,464,414910,6212,414910
111,464,415720,6212,415720
111,464,416530,6212,416530
111,464,416580,6212,416580
111,464,417050,6212,417050
111,464,417520,6212,417520
111,464,418520,6212,418520
111,464,419330,6212,419330
111,464,419650,6212,419650
111,464,419880,6212,419880
111,464,420880,6212,420880
112,466,421430,6212,421430
112,466,422430,6212,422430
112,466,422430,6212,422430
113,474,423430,6212,423430
113,474,424430,6212,424430
113,474,424910,6212,424910
114,476,425720,6212,425720
114,476,426720,6212,426720
114,476,427530,6212,427530
114,476,428530,6212,428530
114,476,429010,6212,429010
114,476,430010,6212,430010
114,476,431010,6212,431010
114,476,432010,6212,432010
115,484,433010,6212,433010
115,484,433010,6212,433010
115,484,434010,6212,434010
115,484,435010,6212,435010
115,484,435480,6212,435480
115,484,435480,6212,435480
116,492,439480,6212,439480
116,492,440480,6212,440480
116,492,440480,6212,440480
116,492,441290,6212,441290
116,492,442290,6212,442290
116,492,442760,6212,442760
116,492,443760,6212,443760
117,494,444760,6212,444760
117,494,445760,6212,445760
117,494,445760,6212,445760
118,496,446760,6212,446760
118,496,447760,6212,447760
118,496,448080,6212,448080
119,498,449080,6212,449080
119,498,449310,6212,449310
119,498,450120,6212,450120
119,498,451120,6212,451120
119,498,451930,6212,451930
120,506,452930,6212,452930
120,506,453160,6212,453160
120,506,453810,6212,453810
120,506,453810,6212,453810
120,506,454130,6212,454130
120,506,455130,6212,455130
120,506,455130,6212,455130
120,506,456130,6212,456130
120,506,457130,6212,457130
120,506,458130,6212,458130
120,506,458940,6212,458940
120,506,459260,6212,459260
120,506,460260,6212,460260
120,506,461070,6212,461070
121,514,462070,6212,462070
122,516,463070,6212,463070
122,516,464070,6212,464070
122,516,464540,6212,464540
122,516,465540,6212,465540
122,516,466540,6212,466540
122,516,467190,6212,467190
122,516,468000,6212,468000
123,518,469000,6212,469000
123,518,470000,6212,470000
123,518,470810,6212,470810
123,518,470810,6212,470810
123,518,470810,6212,470810
123,518,471810,6212,471810
123,518,471860,6212,471860
124,526,472860,6212,472860
124,526,473860,6212,473860
125,528,474670,6212,474670
125,528,475480,6212,475480
125,528,476480,6212,476480
125,528,477480,6212,477480
125,528,478290,6212,478290
125,528,479100,6212,479100
125,528,479570,6212,479570
125,528,479570,6212,479570
125,528,480570,6212,480570
125,528,480800,6212,480800
125,528,481800,6212,481800
126,536,482800,6212,482800
126,536,483800,6212,483800
126,536,483800,6212,483800
126,536,484120,6212,484120
126,536,485120,6212,485120
126,536,486120,6212,486120
126,536,486710,6212,486710
126,536,487520,6212,487520
126,536,487840,6212,487840
126,536,488840,6212,488840
126,536,489840,6212,489840
127,538,490840,6212,490840
127,538,491160,6212,491160
127,538,492160,6212,492160
127,538,492970,6212,492970
127,538,493970,6212,493970
128,546,494970,6212,494970
128,546,495780,6212,495780
128,546,496780,6212,496780
128,546,497250,6212,497250
128,546,498060,6212,498060
128,546,498870,6212,498870
128,546,498870,6212,498870
128,546,499520,6212,499520
128,546,500520,6212,500520
128,546,500520,6212,500520
128,546,501110,6212,501110
129,554,502110,6212,502110
129,554,502580,6212,502580
129,554,503580,6212,503580
129,554,504580,6212,504580
130,556,505580,6212,505580
130,556,506390,6212,506390
130,556,507390,6212,507390
130,556,507500,6212,507500
130,556,508310,6212,508310
131,564,509310,6212,509310
131,564,510310,6212,510310
131,564,511310,6212,511310
131,564,515310,6212,515310
131,564,516310,6212,516310
131,564,517120,6212,517120
131,564,517120,6212,517120
131,564,518120,6212,518120
132,566,519120,6212,519120
132,566,519340,6212,519340
132,566,520150,6212,520150
133,574,521150,6212,521150
133,574,522150,6212,522150
133,574,522620,6212,522620
133,574,523620,6212,523620
133,574,524620,6212,524620
133,574,525620,6212,525620
133,574,525850,6212,525850
133,574,526320,6212,526320
133,574,526780,6212,526780
133,574,527780,6212,527780
133,574,528590,6212,528590
133,574,528590,6212,528590
133,574,528590,6212,528590
134,582,529590,6212,529590
134,582,529590,6212,529590
134,582,530240,6212,530240
134,582,530560,6212,530560
134,582,531370,6212,531370
134,582,531600,6212,531600
134,582,532600,6212,532600
134,582,533600,6212,533600
134,582,533920,6212,533920
134,582,534730,6212,534730
134,582,535730,6212,535730
135,590,536730,6212,536730
135,590,537540,6212,537540
135,590,538190,6212,538190
135,590,539190,6212,539190
135,590,539840,6212,539840
135,590,540160,6212,540160
135,590,541160,6212,541160
135,590,541480,6212,541480
135,590,542480,6212,542480
135,590,543480,6212,543480
135,590,543950,6212,543950
136,598,544760,6212,544760
136,598,545760,6212,545760
136,598,546570,6212,546570
136,598,547570,6212,547570
136,598,548380,6212,548380
136,598,549380,6212,549380
136,598,549850,6212,549850
136,598,550500,6212,550500
137,606,551310,6212,551310
137,606,551770,6212,551770
137,606,552420,6212,552420
137,606,553420,6212,553420
137,606,554420,6212,554420
137,606,555420,6212,555420
137,606,555890,6212,555890
137,606,556700,6212,556700
137,606,557700,6212,557700
138,614,558700,6212,558700
138,614,559700,6212,559700
138,614,559860,6212,559860
138,614,560860,6212,560860
138,614,561180,6212,561180
138,614,562180,6212,562180
138,614,563180,6212,563180
138,614,563400,6212,563400
138,614,564400,6212,564400
138,614,565400,6212,565400
138,614,566400,6212,566400
139,616,567400,6212,567400
139,616,568210,6212,568210
139,616,568440,6212,568440
140,618,568910,6212,568910
140,618,569910,6212,569910
141,626,570910,6212,570910
141,626,571140,6212,571140
141,626,572140,6212,572140
141,626,573140,6212,573140
141,626,574140,6212,574140
141,626,574140,6212,574140
141,626,574690,6212,574690
141,626,575690,6212,575690
141,626,576690,6212,576690
141,626,577500,6212,577500
142,634,578500,6212,578500
142,634,578970,6212,578970
142,634,579620,6212,579620
142,634,580620,6212,580620
142,634,581620,6212,581620
142,634,582620,6212,582620
143,636,583620,6212,583620
144,638,584620,6212,584620
144,638,585620,6212,585620
144,638,586430,6212,586430
144,638,586430,6212,586430
144,638,586910,6212,586910
144,638,587910,6212,587910
144,638,588370,6212,588370
144,638,589370,6212,589370
145,646,590370,6212,590370
146,648,591180,6212,591180
146,648,591180,6212,591180
146,648,592180,6212,592180
146,648,593180,6212,593180
146,648,594180,6212,594180
146,648,594180,6212,594180
146,648,594180,6212,594180
146,648,595180,6212,595180
146,648,596180,6212,596180
146,648,597180,6212,597180
146,648,598180,6212,598180
146,648,599180,6212,599180
147,656,600180,6212,600180
147,656,600500,6212,600500
147,656,601500,6212,601500
147,656,601500,6212,601500
148,664,609500,6212,609500
149,668,609970,6212,609970
149,668,609970,6212,609970
149,668,610970,6212,610970
149,668,611970,6212,611970
149,668,611970,6212,611970
149,668,612970,6212,612970
150,676,613970,6212,613970
150,676,613970,6212,613970
150,676,614970,6212,614970
150,676,615970,6212,615970
150,676,616440,6212,616440
150,676,616440,6212,616440
150,676,617250,6212,617250
150,676,618250,6212,618250
150,676,618360,6212,618360
150,676,619360,6212,619360
151,678,620360,6212,620360
151,678,620580,6212,620580
151,678,621580,6212,621580
151,678,621580,6212,621580
151,678,622580,6212,622580
151,678,622810,6212,622810
151,678,623810,6212,623810
151,678,624620,6212,624620
152,686,625620,6212,625620
152,686,626620,6212,626620
152,686,627620,6212,627620
152,686,628620,6212,628620
152,686,628940,6212,628940
152,686,629940,6212,629940
152,686,630940,6212,630940
153,694,631940,6212,631940
153,694,632260,6212,632260
153,694,633070,6212,633070
153,694,633880,6212,633880
153,694,634530,6212,634530
153,694,635000,6212,635000
153,694,636000,6212,636000
153,694,636810,6212,636810
153,694,637810,6212,637810
153,694,638130,6212,638130
153,694,638130,6212,638130
154,698,639130,6212,639130
154,698,640130,6212,640130
154,698,640130,6212,640130
154,698,640940,6212,640940
154,698,641940,6212,641940
154,698,642940,6212,642940
154,698,643400,6212,643400
154,698,643400,6212,643400
155,706,644400,6212,644400
155,706,645210,6212,645210
155,706,645530,6212,645530
155,706,645900,6212,645900
155,706,646900,6212,646900
155,706,647900,6212,647900
155,706,648370,6212,648370
155,706,649370,6212,649370
155,706,650370,6212,650370
155,706,651370,6212,651370
156,714,652370,6212,652370
156,714,653370,6212,653370
156,714,654370,6212,654370
156,714,654600,6212,654600
156,714,655410,6212,655410
156,714,656220,6212,656220
156,714,656870,6212,656870
157,722,657870,6212,657870
157,722,657870,6212,657870
157,722,658680,6212,658680
157,722,659680,6212,659680
157,722,660050,6212,660050
157,722,660860,6212,660860
157,722,661330,6212,661330
157,722,662330,6212,662330
157,722,663330,6212,663330
157,722,664140,6212,664140
157,722,664140,6212,664140
158,726,664610,6212,664610
159,734,665610,6212,665610
159,734,665720,6212,665720
159,734,666530,6212,666530
159,734,667000,6212,667000
159,734,667000,6212,667000
159,734,667330,6212,667330
159,734,668140,6212,668140
159,734,669140,6212,669140
159,734,669140,6212,669140
159,734,670140,6212,670140
159,734,671140,6212,671140
159,734,671950,6212,671950
159,734,671950,6212,671950
160,738,672760,6212,672760
160,738,672760,6212,672760
160,738,673760,6212,673760
160,738,674760,6212,674760
160,738,674980,6212,674980
160,738,675300,6212,675300
160,738,676110,6212,676110
161,746,677110,6212,677110
161,746,677110,6212,677110
161,746,677920,6212,677920
161,746,678920,6212,678920
161,746,679920,6212,679920
161,746,680920,6212,680920
161,746,680920,6212,680920
161,746,681730,6212,681730
161,746,682540,6212,682540
161,746,683000,6212,683000
162,748,684000,6212,684000
162,748,685000,6212,685000
163,756,685810,6212,685810
163,756,686810,6212,686810
163,756,687810,6212,687810
163,756,688810,6212,688810
163,756,689810,6212,689810
163,756,690620,6212,690620
163,756,691620,6212,691620
163,756,692620,6212,692620
163,756,692940,6212,692940
164,764,693410,6212,693410
164,764,694410,6212,694410
164,764,695410,6212,695410
164,764,696410,6212,696410
164,764,697410,6212,697410
164,764,698220,6212,698220
164,764,698690,6212,698690
164,764,698850,6212,698850
164,764,699850,6212,699850
164,764,700850,6212,700850
165,772,701080,6212,701080
165,772,701890,6212,701890
165,772,702700,6212,702700
165,772,703160,6212,703160
165,772,703810,6212,703810
165,772,704620,6212,704620
165,772,705090,6212,705090
165,772,706090,6212,706090
165,772,707090,6212,707090
166,774,708090,6212,708090
166,774,708900,6212,708900
166,774,709360,6212,709360
167,782,710360,6212,710360
167,782,710360,6212,710360
167,782,710950,6212,710950
167,782,711950,6212,711950
167,782,712760,6212,712760
167,782,713760,6212,713760
167,782,714760,6212,714760
167,782,715080,6212,715080
167,782,715890,6212,715890
167,782,716360,6212,716360
168,784,716910,6212,716910
168,784,717140,6212,717140
168,784,718140,6212,718140
168,784,718790,6212,718790
168,784,719600,6212,719600
169,792,720600,6212,720600
169,792,721070,6212,721070
169,792,722070,6212,722070
169,792,722390,6212,722390
169,792,723390,6212,723390
169,792,724390,6212,724390
169,792,725390,6212,725390
169,792,726390,6212,726390
169,792,727390,6212,727390
169,792,727860,6212,727860
170,794,728670,6212,728670
170,794,729480,6212,729480
171,802,730480,6212,730480
171,802,731480,6212,731480
171,802,732480,6212,732480
171,802,733290,6212,733290
171,802,733760,6212,733760
171,802,734230,6212,734230
171,802,735230,6212,735230
171,802,736230,6212,736230
171,802,737230,6212,737230
171,802,737230,6212,737230
171,802,737670,6212,737670
172,810,738480,6212,738480
172,810,739480,6212,739480
172,810,740480,6212,740480
172,810,741480,6212,741480
172,810,741640,6212,741640
172,810,742640,6212,742640
172,810,743640,6212,743640
172,810,744450,6212,744450
172,810,745260,6212,745260
173,812,746260,6212,746260
173,812,747260,6212,747260
174,820,748070,6212,748070
174,820,748880,6212,748880
174,820,749110,6212,749110
174,820,749430,6212,749430
174,820,750430,6212,750430
174,820,751080,6212,751080
174,820,751540,6212,751540
174,820,752190,6212,752190
174,820,753190,6212,753190
174,820,753510,6212,753510
174,820,754320,6212,754320
